hash	citation	verified	new_hash	author	title	URL	DOI	year	reference_count	is_referenced_by_count
('Data acquisition for 3D city models from LIDAR: extracting buildings and roads', 'None')	Rottensteiner, F.; Trinder, J.; Clode, S.; Kubik, K. Automated delineation of roof planes from lidar data. In Workshop â€œLaser scanning 2005â€\x9d; International Archives of Photogrammetry, Remote Sensing and Spatial Information Sciences: Enschede, The Netherlands, 2005; Volume 36, pp. 221â€“226.	1	('Automated delineation of roof planes from lidar data', 2005)	F. Rottensteiner and J. Trinder and S. Clode and K. Kubik	Automated delineation of roof planes from lidar data	http://dx.doi.org/10.1109/igarss.2005.1526226	10.1109/igarss.2005.1526226	2005		
('Uniaxial anisotropy caused by Pr&lt;sup&gt;4+&lt;/sup&gt;in Y&lt;inf&gt;2.5&lt;/inf&gt;Pr&lt;inf&gt;0.5-x&lt;/inf&gt;Ca&lt;inf&gt;x&lt;/inf&gt;Fe&lt;inf&gt;5&lt;/inf&gt;O&lt;inf&gt;12&lt;/inf&gt;', 1981.0)	Lt.J. Woodard, Lt.J. Nelson, Lt.J. Ferrante, J. Maier Automated entry control: RADC technology development results and future plans Proc. 1981 Carnahan Conf. on Crime Countermeasures, Univ. of Kentucky, Lexington, Kentucky (1981), pp. 77-82	1	('Automated entry control: RADC technology development results and future plans', 1981)	J Woodard and J Nelson and J Ferrante and J Maier	Automated entry control: RADC technology development results and future plans	http://dx.doi.org/10.1109/tmag.1981.1061481	10.1109/tmag.1981.1061481	1981		
('Learning to program through the web', 2005.0)	N. Truong, P. Roe, P. Bancroft Automated feedback for fill in the gap programming exercises Proceedings of the 7th Australasian Conference on Computing Education, ACE â€™05, vol. 42, Australian Computer Society, Inc. (2005), pp. 117-126	1	('Automated feedback for fill in the gap programming exercises', 2005)	Nghi Truong and Peter Bancroft and Paul Roe	Automated feedback for fill in the gap programming exercises	http://dx.doi.org/10.1145/1067445.1067452	10.1145/1067445.1067452	2005		
('Automated revsion of GIS databases', 2000.0)	Brown, J., Rao, A., Baran, J. 1995. Automated GIS conflation: coverage update problems and solutions. In: Proceedings of Geographic Information Systems for Transportation Symposium (GIS-T), Sparks, Nevada, USA, pp. 220â€“229	1	('Automated GIS conflation: coverage update problems and solutions', 1995)	J Brown and A Rao and J Baran	Automated GIS conflation: coverage update problems and solutions	http://dx.doi.org/10.1145/355274.355293	10.1145/355274.355293	1995		
('Data fusion of high-resolution satellite imagery and LiDAR data for automatic building extraction', 2007.0)	Dowman, I., (1998). Automated procedures for integration of satellite images and map data for change detection: the archangel project, International Archives of Photogrammetry and Remote Sensing 32 (Part 4), pp. 162-169.	1	('Automated procedures for integration of satellite images and map data for change detection: the archangel project', 1998)	Ian Dowman	Automated procedures for integration of satellite images and map data for change detection: the archangel project	http://dx.doi.org/10.1016/j.isprsjprs.2007.01.001	10.1016/j.isprsjprs.2007.01.001	1998		
('Beyond Cooptation or Resistance: Urban Spatial Politics, Community Organizations, and GIS-Based Spatial Narratives', 2006.0)	Gabay, Y. & Doytsher, Y. (1994). Automatic adjustment of line maps, Proc. of GIS/LISâ€™94 Annual Convention. American Congress on Surveying and Mapping, American Society for Photogrammetry and Remote Sensing, Association of American Geographers, Urban and Regional Information Systems Association, and AM/FM International, Phoenix, Arizona, pp. 333-341	1	('Automatic adjustment of line maps', 1994)	Y Gabay and Y Doytsher	Automatic adjustment of line maps	None	None	1994		
('5th National Decennial Irrigation Conference Proceedings, 5-8 December 2010, Phoenix Convention Center, Phoenix, Arizona USA', 2010.0)	Gabay, Y., Doytsher, Y., 1994. Automatic adjustment of line maps. In: Proceedings of the GIS/LISâ€™94 Annual Convention, Arizona, Phoenix, USA, pp. 333â€“341	1	('Automatic adjustment of line maps', 1994)	Y Gabay and Y Doytsher	Automatic adjustment of line maps	None	None	1994		
('Gabay, Y. & Doytsher, Y. (1995). Automatic feature correction in merging of line maps, Proc. of the 1995 ACSM-ASPRS Annual Convention 2, pp. 404-410', 'CITATION ONLY')	Gabay, Y. & Doytsher, Y. (1995). Automatic feature correction in merging of line maps, Proc. of the 1995 ACSM-ASPRS Annual Convention 2, pp. 404-410	1	('Automatic feature correction in merging of line maps', 1995)	Y Gabay and Y Doytsher	Automatic feature correction in merging of line maps	http://dx.doi.org/10.1111/j.1477-9730.1998.tb01484.x	10.1111/j.1477-9730.1998.tb01484.x	1995		
('Algorithm to Draw Automatic Combinatoric Electrical Schematics', 2017.0)	R.L.T Cederberg Automatic interpretation of hand drawn electrical schematics Proc. Conf. on CAD and Manufacture of Electronic Components, Circuits and Systems (1979), pp. 118-122	1	('Automatic interpretation of hand drawn electrical schematics', 1979)	R L T Cederberg	Automatic interpretation of hand drawn electrical schematics	http://dx.doi.org/10.18638/ictic.2017.6.1.317	10.18638/ictic.2017.6.1.317	1979		
('Automatically Conflating Road Vector Data with Orthoimagery', 2006.0)	Chen, C.-C. (2005). Automatically and Accurately Conflating Road Vector Data, Street Maps and Orthoimagery, Ph. D. Dissertation, University of Southern California, May 2005	1	('Automatically and Accurately Conflating Road Vector Data, Street Maps and Orthoimagery', 2005)	Ching-Chien Chen	Automatically and Accurately Conflating Road Vector Data, Street Maps and Orthoimagery	http://dx.doi.org/10.1007/s10707-006-0344-6	10.1007/s10707-006-0344-6	2005		
('On the Automorphism Groups of almost all Cayley Graphs', 1982.0)	LÃ¡szlÃ³ Babai. Automorphism groups, isomorphism, reconstruction. Handbook of combinatorics, 2: 1447- 1540, 1995.	1	('Automorphism groups, isomorphism, reconstruction', 1995)	László Babai	Automorphism groups, isomorphism, reconstruction	http://dx.doi.org/10.1016/s0195-6698(82)80003-6	10.1016/s0195-6698(82)80003-6	1995		
('T. Cour, P. Srinivasan and J. Shi. Balanced Graph Matching. Neural Information Processing Systems, 2006', 'CITATION ONLY')	T. Cour, P. Srinivasan and J. Shi. Balanced Graph Matching. Neural Information Processing Systems, 2006	1	('Balanced graph matching', 2006)	T Cour and P Srinivasan and J Shi	Balanced graph matching	http://dx.doi.org/10.1109/cvpr.2005.332	10.1109/cvpr.2005.332	2006		
('T. Cour, P. Srinivasan, and J. Shi, "Balanced graph matching," in Advanced in Neural Information Processing Systems, 2006.', 'CITATION ONLY')	T. Cour, P. Srinivasan, and J. Shi, "Balanced graph matching," in Advanced in Neural Information Processing Systems, 2006.	1	('Balanced graph matching', 2006)	T Cour and P Srinivasan and J Shi	Balanced graph matching	http://dx.doi.org/10.1109/cvpr.2005.332	10.1109/cvpr.2005.332	2006		
('T. Cour, P. Srinivasan, and J. Shi. Balanced graph matching. In NIPS, 2006.', 'CITATION ONLY')	T. Cour, P. Srinivasan, and J. Shi. Balanced graph matching. In NIPS, 2006.	1	('Balanced graph matching', 2006)	T Cour and P Srinivasan and J Shi	Balanced graph matching	http://dx.doi.org/10.1109/cvpr.2005.332	10.1109/cvpr.2005.332	2006		
('T. Cour, P. Srinivasan, and J. Shi. Balanced graph matching. In Proc. of NIPS, 2006. 2423', 'CITATION ONLY')	T. Cour, P. Srinivasan, and J. Shi. Balanced graph matching. In Proc. of NIPS, 2006. 2423	1	('Balanced graph matching', 2006)	T Cour and P Srinivasan and J Shi	Balanced graph matching	http://dx.doi.org/10.1109/cvpr.2005.332	10.1109/cvpr.2005.332	2006		
('Information Technology For Balanced Manufacturing Systems', 2006.0)	T. Cour, P. Srinivasan, J. Shi, "Balanced Graph Matching", Proc. Advances in Neural Information Processing Systems (NIPS), pp. 313-320, 2006.	1	('Balanced graph matching', 2006)	T Cour and P Srinivasan and J Shi	Balanced graph matching	http://dx.doi.org/10.1109/cvpr.2005.332	10.1109/cvpr.2005.332	2006		
('From Neural Information Processing to Knowledge Technology', 1992.0)	T. Cour, P. Srinivasan, J. Shi, Advances in Neural Information Processing Systems 19, pp. 313-320, 2007.	1	('Balanced graph matching', 2006)	T Cour and P Srinivasan and J Shi	Balanced graph matching	http://dx.doi.org/10.1109/cvpr.2005.332	10.1109/cvpr.2005.332	2006		
('Spectral Segmentation with Multiscale Graph Decomposition', 'None')	Timothee Cour, Praveen Srinivasan, and Jianbo Shi, Balanced graph matching, Advances in Neural Information Processing Systems, 2007, pp. 313â€“320.	1	('Balanced graph matching', 2006)	T Cour and P Srinivasan and J Shi	Balanced graph matching	http://dx.doi.org/10.1109/cvpr.2005.332	10.1109/cvpr.2005.332	2006		
('<title>Visual grammars and their neural networks</title>', 1992.0)	E. Mjolsness, "Bayesian Inference on Visual Grammars by Neural Nets that Optimize", May 1991.	1	('Bayesian Inference on Visual Grammars by Neural Nets that Optimize', 1991)	Eric Mjolsness	Bayesian Inference on Visual Grammars by Neural Nets that Optimize	None	None	1991		
('In Hindsight: Doklady Akademii Nauk SSSR, 181(4), 1968', 2013.0)	Levenshtein VI (1965). Binary Codes Capable of Correcting Deletions, Insertions, and Reversals, Soviet Physics - Doklady, 10(8), pp. 707-710, Translated from Doklady Akademii Nauk SSSR, 163(4), pp. 845-848	1	('Binary codes capable of correcting deletions, insertions, and reversals', 1966)	V I Levenshtein	Binary codes capable of correcting deletions, insertions, and reversals	http://dx.doi.org/10.1109/isit.1994.394907	10.1109/isit.1994.394907	1966		
('Codes capable of correcting bursts of insertions and deletions', 'None')	Levenshtein VI (1966) Binary codes capable of correcting deletions, insertions, and reversals. Technical Report 8	1	('Binary codes capable of correcting deletions, insertions, and reversals', 1966)	V I Levenshtein	Binary codes capable of correcting deletions, insertions, and reversals	http://dx.doi.org/10.1109/isit.1994.394907	10.1109/isit.1994.394907	1966		
('Levenshtein, I.: Binary code capable of correcting deletions, insertions and reversals. Cybernetics and Control Theory 10(8), 707â€“710 (1966)', 'CITATION ONLY')	Levenshtein, I.: Binary code capable of correcting deletions, insertions and reversals. Cybernetics and Control Theory 10(8), 707â€“710 (1966)	1	('Binary codes capable of correcting deletions, insertions, and reversals', 1966)	V I Levenshtein	Binary codes capable of correcting deletions, insertions, and reversals	http://dx.doi.org/10.1109/isit.1994.394907	10.1109/isit.1994.394907	1966		
('V.I. Levenshtein Binary codes capable of correcting deletions, insertions, and reversals Soviet Physics Doklady, 10 (1966), pp. 707-710', 'CITATION ONLY')	V.I. Levenshtein Binary codes capable of correcting deletions, insertions, and reversals Soviet Physics Doklady, 10 (1966), pp. 707-710	1	('Binary codes capable of correcting deletions, insertions, and reversals', 1966)	V I Levenshtein	Binary codes capable of correcting deletions, insertions, and reversals	http://dx.doi.org/10.1109/isit.1994.394907	10.1109/isit.1994.394907	1966		
('Clustering and similarity of chemical structures represented by binary substructure descriptors', 2003.0)	K. Varmuza, W. Demuth, M. Karlovits, H. Scsibrany, Binary substructure descriptors for organic compounds, Croat. Chem. Acta 78 (2005) 141–149.	1	('Binary substructure descriptors for organic compounds', 2005)	H Scsibrany and M Karlovits and W Demuth and M Karlovitz and K Varmuza	Binary substructure descriptors for organic compounds	http://dx.doi.org/10.1016/s0169-7439(03)00054-6	10.1016/s0169-7439(03)00054-6	2005		
('Karev, G., Wolf, Y., Rzhetsky, A., Berezovskaya, F., Koonin, E.: "Birth and death of protein domains: a simple model of evolution explains power law behavior", BMC Evol. Biol., 2002, 2, (1), p. 18', 'CITATION ONLY')	Karev, G., Wolf, Y., Rzhetsky, A., Berezovskaya, F., Koonin, E.: "Birth and death of protein domains: a simple model of evolution explains power law behavior", BMC Evol. Biol., 2002, 2, (1), p. 18	1	('Birth and death of protein domains: a simple model of evolution explains power law behavior', 2002)	Georgy P Karev and Yuri I Wolf and Andrey Y Rzhetsky and Faina S Berezovskaya and Eugene V Koonin	Birth and death of protein domains: a simple model of evolution explains power law behavior	http://dx.doi.org/10.1186/1471-2148-2-18	10.1186/1471-2148-2-18	2002		
('Diagnostic design requirements for integrated avionic subsystems', 1988.0)	L. Davis Bit-climbing, representational bias and test suite design Proc. 4th Int. Conf. on Genetic Algorithms (1991), pp. 18-23	1	('Bit-climbing, representational bias and test suite design', 1991)	L Davis	Bit-climbing, representational bias and test suite design	http://dx.doi.org/10.2514/6.1988-2171	10.2514/6.1988-2171	1991		
('BRAIN IMAGING AND ANTIPSYCHOTIC DRUGS', 1993.0)	E. K. Towlson, P. E. VÃ©rtes, U. MÃ¼ller, and S. E. Ahnert. Brain networks reveal the effects of antipsychotic drugs on schizophrenia patients and controls. arXiv:1806.00128, 2018.	1	('Brain networks reveal the effects of antipsychotic drugs on schizophrenia patients and controls', 2018)	E K Towlson and P E Vertes and U Mueller and S E Ahnert	Brain networks reveal the effects of antipsychotic drugs on schizophrenia patients and controls	http://dx.doi.org/10.1016/b978-0-12-079035-7.50014-2	10.1016/b978-0-12-079035-7.50014-2	2018		
('Temperature compensation and temperature sensation in the circadian clock', 2015.0)	Bussemaker, H. J., Li, H. & Siggia, E. D. (2000) Proc. Natl. Acad. Sci. USA 97, 10096â€“10100.	1	('Building a dictionary for genomes: identification of presumptive regulatory sites by statistical analysis', 2000)	H J Bussemaker and H Li and E D Siggia	Building a dictionary for genomes: identification of presumptive regulatory sites by statistical analysis	http://dx.doi.org/10.1073/pnas.1511215112	10.1073/pnas.1511215112	2000		
('The Multi-Scale Domain Decomposition', 'None')	Devogele, T., Trevisan, J. & Raynal, L. (1996). Building a multi-scale database with scale-transition relationships, Advances GIS Research II, Taylor & Francis, London, pp. 337-351	1	('Building a multi-scale database with scale-transition relationships', 1996)	T Devogele and J Trevisan and L Raynal	Building a multi-scale database with scale-transition relationships	http://dx.doi.org/10.1007/1-4020-2982-9_6	10.1007/1-4020-2982-9_6	1996		
('F. Fuchs and H. Le Men, Building reconstruction on aerial images through multi-primitive graph matching, in Proc. 2nd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 21â€“30.', 'CITATION ONLY')	F. Fuchs and H. Le Men, Building reconstruction on aerial images through multi-primitive graph matching, in Proc. 2nd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 21â€“30.	1	('Building reconstruction on aerial images through multi-primitive graph matching', 1999)	F Fuchs and H Le Men	Building reconstruction on aerial images through multi-primitive graph matching	http://dx.doi.org/10.1109/acpr.2013.164	10.1109/acpr.2013.164	1999		
('Matrix-Based Hierarchical Graph Matching in Off-Line Handwritten Signatures Recognition', 2013.0)	F. Fuchs, H. Le Men, "Building Reconstruction on Aerial Images Through Multi-Primitive Graph Matching", 2nd IAPR-TC 15 Workshop on Graph-based Representations in Pattern Recognition, pp. 21-30, 1999.	1	('Building reconstruction on aerial images through multi-primitive graph matching', 1999)	F Fuchs and H Le Men	Building reconstruction on aerial images through multi-primitive graph matching	http://dx.doi.org/10.1109/acpr.2013.164	10.1109/acpr.2013.164	1999		
